Unifier ID,Project Name,Description,County,Corridor,Category,Estimated Cost,Unfunded Amount,Status,Readiness,Design Percent,Modes,Year Needed,Fatalities 5yr,Serious Injuries 5yr,High Crash Location,Disadvantaged Community,Rural,Environmental Justice,Tags
UNF-4069,T202286590 Christiana Sidewalk and Crossing Gap Closure — SR 82,"Fill sidewalk gaps and add high-visibility crossings along SR 82 MP 13.0 in Christiana, with ADA curb ramps.",New Castle,SR 82,bike-ped,5820000,5214088,unfunded,final-design,78,pedestrian; bicycle,2029,6,34,true,false,false,false,pedestrian; ada; crossing; vru
UNF-4070,T202386627 Red Lion Roundabout Conversion — SR 20,Convert a high-crash SR 20 intersection in Red Lion (MP 4.3) to a single-lane roundabout with pedestrian crossings.,New Castle,SR 20,safety,9710000,9421860,unfunded,row,48,auto; pedestrian,2026,0,0,false,true,false,false,roundabout; intersection; safety; pedestrian
UNF-4071,T202486664 Sussex County Freight and Multimodal Plan Update,"Update the Sussex County freight and multimodal plan, including bottleneck screening on US 113 and equity analysis.",Sussex,US 113,planning,1510000,1178811,unfunded,row,36,auto; freight; transit,2025,0,5,false,true,true,false,planning; freight; multimodal; data-driven
UNF-4072,T202586701 SR 299 Bridge Preservation — Frankford Southbound,"Deck overlay, joint replacement, and scour countermeasures on the SR 299 bridge near Frankford (MP 1.6).",Sussex,SR 299,bridge,28330000,22424181,unfunded,planning,15,auto; freight,2026,1,15,true,false,false,true,bridge; preservation; state-of-good-repair
UNF-4073,T202686738 Milton Roundabout Conversion — SR 42,Convert a high-crash SR 42 intersection in Milton (MP 15.8) to a single-lane roundabout with pedestrian crossings.,Sussex,SR 42,safety,5760000,5552727,unfunded,preliminary-design,32,auto; pedestrian,2026,5,31,true,true,true,false,roundabout; intersection; safety; pedestrian
UNF-4074,T202786775 SR 1 Bridge Preservation — Odessa Northbound,"Deck overlay, joint replacement, and scour countermeasures on the SR 1 bridge near Odessa (MP 5.8).",New Castle,SR 1,bridge,35420000,27965198,unfunded,preliminary-design,33,auto; freight,2026,0,5,false,true,false,false,bridge; preservation; state-of-good-repair
UNF-4075,T202286812 I-295 Concrete Pavement Restoration — Bethel,"Slab repair, diamond grinding, and joint resealing on I-295 MP 42.9 in Sussex County near Bethel.",Sussex,I-295,pavement,20950000,17740472,unfunded,planning,6,auto,2026,1,8,false,false,true,false,pavement; concrete; preservation
UNF-4076,T202386849 Bear Roundabout Conversion — SR 10,Convert a high-crash SR 10 intersection in Bear (MP 5.9) to a single-lane roundabout with pedestrian crossings.,New Castle,SR 10,safety,12930000,9793526,unfunded,final-design,80,auto; pedestrian,2028,2,12,true,true,false,true,roundabout; intersection; safety; pedestrian
UNF-4077,T202486886 Middletown School Zone and Speed Management,"School-zone flashers, gateway treatments, and speed management on local streets feeding SR 300 in Middletown.",New Castle,SR 300,safety,2710000,2346983,partially-funded,preliminary-design,34,auto; pedestrian,2025,0,7,false,false,false,false,safety; school; speed-management; lighting
UNF-4078,T202586923 SR 4 Drainage and Flood Mitigation — Arden,Stormwater upgrades and roadway raising where SR 4 MP 5.6 floods near Arden.,New Castle,SR 4,resilience,23570000,20437569,unfunded,row,49,auto,2027,0,5,false,false,false,true,flood; drainage; resilience
UNF-4079,T202686960 SR 14 Bridge Culvert Replacement — Kenton,Replace a deteriorated culvert on SR 14 MP 7.8 near Kenton to restore hydraulic capacity and legal loads.,Kent,SR 14,bridge,5490000,4247320,unfunded,planning,9,auto; freight,2029,1,9,false,true,false,false,bridge; culvert; scour; state-of-good-repair
UNF-4080,T202786997 Cheswold Road Diet and Downtown Safety — SR 896,"Road diet, on-street parking reconfiguration, ADA ramps, and pedestrian lighting in Cheswold along SR 896.",Kent,SR 896,complete-streets,10070000,9632999,unfunded,preliminary-design,20,auto; pedestrian; bicycle,2029,1,14,false,true,true,true,road-diet; ada; downtown; complete-streets; safety
UNF-4081,T202287034 SR 1 Bridge Culvert Replacement — Blades,Replace a deteriorated culvert on SR 1 MP 38.3 near Blades to restore hydraulic capacity and legal loads.,Sussex,SR 1,bridge,6300000,5119472,unfunded,final-design,66,auto; freight,2027,1,17,true,false,true,false,bridge; culvert; scour; state-of-good-repair
UNF-4082,T202387071 Bethel Slope Stabilization — US 202 MP 28.7,"Embankment repair, drainage, and slope stabilization on US 202 near Bethel after repeated washouts.",Sussex,US 202,resilience,7300000,6230216,unfunded,final-design,69,auto,2027,0,13,false,false,true,false,slope; drainage; resilience; geotech
UNF-4083,T202487108 DART Bus Fleet Replacement — Millsboro Division,"Replace diesel buses with low- and no-emission transit buses and related equipment at the DART Millsboro division, including depot charging.",Sussex,SR 14,transit,23730000,19998170,unfunded,row,52,transit,2025,1,8,false,false,true,true,transit; bus-fleet; low-no; zero-emission; garage
UNF-4084,T202587145 SR 24 Pavement Rehab — Ellendale FY26,Mill and overlay of deteriorated SR 24 lanes through Ellendale (MP 9.4) to restore ride quality. Limited safety or equity components.,Sussex,SR 24,pavement,3850000,3828171,unfunded,construction-ready,89,auto,2029,1,10,false,false,true,false,pavement; preservation; state-of-good-repair
UNF-4085,T202687182 SR 16 Intersection Safety Package — Dover FY27,"Systemic safety package at SR 16 MP 11.2 serving Dover: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",Kent,SR 16,safety,13700000,13461516,unfunded,preliminary-design,30,auto; pedestrian,2025,2,14,true,false,false,false,intersection; signal; safety; pedestrian; high-crash
UNF-4086,T202787219 SR 9 Intersection Safety Package — Delmar Phase 1,"Systemic safety package at SR 9 MP 5.1 serving Delmar: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",Sussex,SR 9,safety,4750000,4353032,unfunded,preliminary-design,21,auto; pedestrian,2027,3,23,true,true,true,false,intersection; signal; safety; pedestrian; high-crash
UNF-4087,T202287256 Fenwick Island Road Diet and Downtown Safety — SR 72,"Road diet, on-street parking reconfiguration, ADA ramps, and pedestrian lighting in Fenwick Island along SR 72.",Sussex,SR 72,complete-streets,9830000,7392747,unfunded,row,41,auto; pedestrian; bicycle,2025,6,30,true,false,true,false,road-diet; ada; downtown; complete-streets; safety
UNF-4088,T202387293 SR 9 Bridge Preservation — Edgemoor FY26,"Deck overlay, joint replacement, and scour countermeasures on the SR 9 bridge near Edgemoor (MP 23.2).",New Castle,SR 9,bridge,34840000,34435736,partially-funded,row,36,auto; freight,2029,0,0,false,false,false,true,bridge; preservation; state-of-good-repair
UNF-4089,T202487330 DART Bus Maintenance Facility Rehab — Bear,"Rehabilitate the DART bus maintenance garage in Bear, including lifts, bus wash, and charging/fueling for the transit fleet.",New Castle,SR 273,transit,25690000,21919517,partially-funded,construction-ready,89,transit,2026,1,14,false,false,false,false,transit; bus-fleet; garage; facility; low-no
UNF-4090,T202587367 Wilmington DART Stop and Access Improvements — SR 404,"Accessible pads, shelters, lighting, and sidewalk connections to DART stops on SR 404 in Wilmington.",New Castle,SR 404,transit,2980000,2738012,unfunded,row,39,transit; pedestrian,2025,0,12,false,false,false,true,transit; equity; pedestrian; ada
UNF-4091,T202687404 Georgetown Slope Stabilization — SR 42 MP 12.1,"Embankment repair, drainage, and slope stabilization on SR 42 near Georgetown after repeated washouts.",Sussex,SR 42,resilience,7040000,6428969,unfunded,final-design,63,auto,2025,1,9,false,true,true,false,slope; drainage; resilience; geotech
UNF-4092,T202787441 Milton Road Diet and Downtown Safety — SR 4,"Road diet, on-street parking reconfiguration, ADA ramps, and pedestrian lighting in Milton along SR 4.",Sussex,SR 4,complete-streets,12940000,12507652,unfunded,row,47,auto; pedestrian; bicycle,2025,4,17,true,true,true,true,road-diet; ada; downtown; complete-streets; safety
UNF-4093,T202287478 SR 9 Intersection Safety Package — Townsend FY26,"Systemic safety package at SR 9 MP 4.1 serving Townsend: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",New Castle,SR 9,safety,4150000,3891774,unfunded,preliminary-design,27,auto; pedestrian,2025,5,27,true,true,false,true,intersection; signal; safety; pedestrian; high-crash
UNF-4094,T202387515 DART Bus Fleet Replacement — Milford Division,"Replace diesel buses with low- and no-emission transit buses and related equipment at the DART Milford division, including depot charging.",Kent,SR 71,transit,33790000,27040336,unfunded,final-design,60,transit,2025,0,3,false,true,true,true,transit; bus-fleet; low-no; zero-emission; garage
UNF-4095,T202487552 SR 299 Drainage and Flood Mitigation — Greenville,Stormwater upgrades and roadway raising where SR 299 MP 23.0 floods near Greenville.,New Castle,SR 299,resilience,31380000,29423958,partially-funded,preliminary-design,23,auto,2025,1,4,false,false,false,true,flood; drainage; resilience
UNF-4096,T202587589 SR 202 Pavement Rehab — Houston Phase 2,Mill and overlay of deteriorated SR 202 lanes through Houston (MP 23.1) to restore ride quality. Limited safety or equity components.,Kent,SR 202,pavement,15330000,12079684,partially-funded,preliminary-design,27,auto,2029,1,11,false,true,true,true,pavement; preservation; state-of-good-repair
UNF-4097,T202687626 SR 26 Lane Departure Countermeasures — Georgetown,"Rumble strips, high-friction surface treatment, and curve warning upgrades on SR 26 MP 8.9 near Georgetown.",Sussex,SR 26,safety,8050000,6105027,unfunded,final-design,81,auto,2028,0,5,false,true,true,false,lane-departure; rural; high-friction; systemic; safety
UNF-4098,T202787663 Odessa Sidewalk and Crossing Gap Closure — SR 896,"Fill sidewalk gaps and add high-visibility crossings along SR 896 MP 18.3 in Odessa, with ADA curb ramps.",New Castle,SR 896,bike-ped,5490000,5242805,unfunded,planning,9,pedestrian; bicycle,2025,6,31,true,false,false,false,pedestrian; ada; crossing; vru
UNF-4099,T202287700 Slaughter Beach Shared-Use Path — US 13 Northbound,Construct a shared-use path parallel to US 13 MP 29.6 connecting neighborhoods and schools in Slaughter Beach.,Sussex,US 13,bike-ped,2950000,2852073,unfunded,row,53,pedestrian; bicycle,2026,5,28,true,true,true,false,bicycle; pedestrian; trail; vru
UNF-4100,T202387737 US 301 Intersection Safety Package — Bridgeville Phase 1,"Systemic safety package at US 301 MP 12.5 serving Bridgeville: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",Sussex,US 301,safety,3950000,3382048,unfunded,preliminary-design,21,auto; pedestrian,2026,1,8,false,false,true,true,intersection; signal; safety; pedestrian; high-crash
UNF-4101,T202487774 SR 92 Drainage and Flood Mitigation — Bridgeville,Stormwater upgrades and roadway raising where SR 92 MP 11.0 floods near Bridgeville.,Sussex,SR 92,resilience,15040000,12998467,unfunded,final-design,81,auto,2029,1,5,false,false,true,true,flood; drainage; resilience
UNF-4102,T202587811 I-495 Pavement Rehab — Port Penn Phase 2,Mill and overlay of deteriorated I-495 lanes through Port Penn (MP 1.4) to restore ride quality. Limited safety or equity components.,New Castle,I-495,pavement,16440000,14519556,unfunded,planning,10,auto,2026,0,9,false,true,false,true,pavement; preservation; state-of-good-repair
UNF-4103,T202687848 Milford Sidewalk and Crossing Gap Closure — SR 30,"Fill sidewalk gaps and add high-visibility crossings along SR 30 MP 9.1 in Milford, with ADA curb ramps.",Kent,SR 30,bike-ped,5980000,4662270,unfunded,construction-ready,95,pedestrian; bicycle,2028,2,19,true,false,true,false,pedestrian; ada; crossing; vru
UNF-4104,T202787885 SR 7 Intersection Safety Package — Edgemoor Phase 1,"Systemic safety package at SR 7 MP 20.3 serving Edgemoor: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",New Castle,SR 7,safety,6750000,6506156,unfunded,preliminary-design,31,auto; pedestrian,2027,6,36,true,false,false,true,intersection; signal; safety; pedestrian; high-crash
UNF-4105,T202287922 Camden-Wyoming School Zone and Speed Management,"School-zone flashers, gateway treatments, and speed management on local streets feeding SR 10 in Camden-Wyoming.",Kent,SR 10,safety,2410000,1975649,unfunded,final-design,78,auto; pedestrian,2026,4,24,true,true,true,false,safety; school; speed-management; lighting
UNF-4106,T202387959 Magnolia Complete Streets — SR 72 Town Center,"Lane reallocation, bicycle facilities, and pedestrian lighting on SR 72 through Magnolia town center (Phase 1).",Kent,SR 72,complete-streets,7780000,6608604,unfunded,row,58,auto; pedestrian; bicycle,2026,2,15,true,true,true,false,complete-streets; bike-ped; equity; safety
UNF-4107,T202487996 Henlopen Acres Community Charging Hub — SR 18,Public DC fast charging adjacent to SR 18 serving Henlopen Acres residents without home charging.,Sussex,SR 18,ev-charging,1590000,1314779,unfunded,row,42,auto,2029,0,3,false,false,true,false,ev; equity; community; charging
UNF-4108,T202588033 Laurel Truck Route Geometric Improvements — SR 7,Widen turning radii and upgrade shoulders for freight movements on SR 7 MP 23.2 near Laurel.,Sussex,SR 7,freight,15240000,11805863,partially-funded,row,45,freight; auto,2025,1,6,false,true,true,false,freight; geometry; shoulders
UNF-4109,T202688070 Slaughter Beach Sidewalk and Crossing Gap Closure — SR 300,"Fill sidewalk gaps and add high-visibility crossings along SR 300 MP 28.6 in Slaughter Beach, with ADA curb ramps.",Sussex,SR 300,bike-ped,3810000,2897171,unfunded,final-design,77,pedestrian; bicycle,2027,0,11,false,true,true,true,pedestrian; ada; crossing; vru
UNF-4110,T202788107 SR 300 Lane Departure Countermeasures — Dewey Beach,"Rumble strips, high-friction surface treatment, and curve warning upgrades on SR 300 MP 40.1 near Dewey Beach.",Sussex,SR 300,safety,4690000,3815851,unfunded,planning,14,auto,2028,5,21,true,false,true,false,lane-departure; rural; high-friction; systemic; safety
UNF-4111,T202288144 SR 9 Guardrail and End Treatment Upgrade — Elsmere,Replace outdated guardrail and end treatments on SR 9 MP 26.2 near Elsmere to current MASH standards.,New Castle,SR 9,safety,3070000,2801129,unfunded,preliminary-design,29,auto,2025,1,13,false,false,false,true,guardrail; safety; roadside; systemic
UNF-4112,T202388181 SR 52 Pavement Rehab — Long Neck Group A,Mill and overlay of deteriorated SR 52 lanes through Long Neck (MP 34.8) to restore ride quality. Limited safety or equity components.,Sussex,SR 52,pavement,14470000,12742624,partially-funded,preliminary-design,31,auto,2028,0,5,false,true,false,false,pavement; preservation; state-of-good-repair
UNF-4113,T202488218 Frankford Shared-Use Path — SR 16 Southbound,Construct a shared-use path parallel to SR 16 MP 3.9 connecting neighborhoods and schools in Frankford.,Sussex,SR 16,bike-ped,9060000,8239156,unfunded,preliminary-design,30,pedestrian; bicycle,2027,1,9,false,true,false,false,bicycle; pedestrian; trail; vru
